family,N,rep,block_size,block_id,layers_start,layers_end,n_nodes,n_relations,bd_ratio_local,bdg_d2c_local,C0,C1
Lor2D,36,1,4,1,4,7,13,30,0.6000000000000001,-0.38461538461538464,18,9
Lor2D,36,2,4,0,0,3,19,74,1.1972242512783051,0.05263157894736842,30,21
Lor2D,36,2,4,1,4,7,15,32,0.68359375,-0.06666666666666667,18,10
Lor2D,36,2,4,2,8,9,2,1,0.0,0.0,1,0
Lor2D,36,3,4,0,0,3,17,44,0.6973140495867768,-1.0,26,9
Lor2D,36,3,4,1,4,7,18,25,0.4735999999999999,-0.2222222222222222,17,6
Lor2D,36,3,4,2,8,8,1,0,0.0,0.0,0,0
Lor2D,36,4,4,0,0,3,17,30,0.42000000000000004,-0.6470588235294118,21,7
Lor2D,36,4,4,1,4,7,14,35,0.809795918367347,-0.14285714285714285,19,11
Lor2D,36,4,4,2,8,9,5,1,0.0,0.6,1,0
Lor2D,36,5,4,0,0,3,21,66,0.9090909090909092,-0.42857142857142855,33,18
Lor2D,36,5,4,1,4,7,15,37,0.4382761139517896,-0.8666666666666667,25,11
Lor2D,36,6,4,0,0,3,16,41,0.7888161808447353,-1.0,24,8
Lor2D,36,6,4,1,4,7,19,47,0.5785423268447261,-0.7894736842105263,29,12
Lor2D,36,6,4,2,8,8,1,0,0.0,0.0,0,0
Lor2D,36,7,4,0,0,3,22,109,0.9931823920545408,-0.36363636363636365,50,35
Lor2D,36,7,4,1,4,7,13,20,0.58,0.23076923076923078,12,7
Lor2D,36,7,4,2,8,8,1,0,0.0,0.0,0,0
Lor3D,36,0,4,0,0,3,35,176,0.5730565599173553,-3.5142857142857142,115,36
Lor3D,36,0,4,1,4,4,1,0,0.0,0.0,0,0
Lor3D,36,1,4,0,0,3,36,152,0.5998961218836565,-2.8333333333333335,97,28
Lor3D,36,2,4,0,0,3,33,153,0.7136144218035799,-1.6666666666666667,88,44
Lor3D,36,2,4,1,4,4,3,0,0.0,1.0,0,0
Lor3D,36,3,4,0,0,3,35,203,0.825984615011284,-2.4857142857142858,110,49
Lor3D,36,3,4,1,4,4,1,0,0.0,0.0,0,0
Lor3D,36,4,4,0,0,3,36,174,0.6661051658079008,-3.3333333333333335,107,29
Lor3D,36,5,4,0,0,3,36,170,0.6978200692041523,-3.1666666666666665,103,28
Lor3D,36,6,4,0,0,3,28,114,0.8068636503539551,-2.0714285714285716,65,22
Lor3D,36,6,4,1,4,5,8,4,0.0,0.0,4,0
Lor3D,36,7,4,0,0,3,36,223,0.6410545154738684,-6.0,152,26
Lor4D,36,0,4,0,0,2,36,128,0.17742919921875,-4.277777777777778,109,14
Lor4D,36,1,4,0,0,2,36,95,0.06980609418282545,-3.7222222222222223,89,4
Lor4D,36,2,4,0,0,3,36,132,0.3949724517906336,-2.8333333333333335,95,26
Lor4D,36,3,4,0,0,3,36,147,0.16104400944051095,-5.222222222222222,127,15
Lor4D,36,4,4,0,0,2,36,109,0.03804393569564852,-4.611111111111111,105,4
Lor4D,36,5,4,0,0,2,36,98,0.17055393586005835,-3.0,84,12
Lor4D,36,6,4,0,0,3,36,140,0.18857142857142856,-4.666666666666667,118,16
Lor4D,36,7,4,0,0,2,36,151,0.21683259506162014,-5.444444444444445,127,11
Lor5D,36,0,4,0,0,2,36,84,0.03698979591836733,-3.3333333333333335,81,3
Lor5D,36,1,4,0,0,2,36,57,0.03631886734379809,-1.9444444444444444,55,2
Lor5D,36,2,4,0,0,3,36,91,0.19562854727689888,-2.5,76,13
Lor5D,36,3,4,0,0,2,36,106,0.07226771092915626,-4.222222222222222,99,5
Lor5D,36,4,4,0,0,1,36,69,0.0,-2.8333333333333335,69,0
Lor5D,36,5,4,0,0,2,36,51,0.040753556324490556,-1.6111111111111112,49,2
Lor5D,36,6,4,0,0,2,36,81,0.05182136869379667,-3.0555555555555554,77,4
Lor5D,36,7,4,0,0,2,36,86,0.06151974040021633,-3.2222222222222223,81,5
KR_like,36,0,4,0,0,2,36,234,0.8152531229454306,-7.277777777777778,154,5
KR_like,36,1,4,0,0,2,36,253,0.8541767563936323,-8.444444444444445,172,2
KR_like,36,2,4,0,0,2,36,248,0.8270681581685745,-8.055555555555555,167,4
KR_like,36,3,4,0,0,2,36,241,0.831184036087533,-7.611111111111111,160,5
KR_like,36,4,4,0,0,2,36,272,0.8441149437716264,-9.61111111111111,191,0
KR_like,36,5,4,0,0,2,36,257,0.8351526896697905,-8.777777777777779,176,0
KR_like,36,6,4,0,0,2,36,232,0.8111437277051129,-7.111111111111111,151,5
KR_like,36,7,4,0,0,2,36,222,0.8030801071341613,-6.5,143,8
